Page,URL,Title,Report Link,Total,Critical,Serious,Moderate,Minor
1,https://clearview.libnet.info/events?,Events - Clearview Library District,./reports/1.html,2,0,0,12,0
10,https://clearview.libnet.info/event/14238866,Bookmobile Stop at Poudre Heights Park - Clearview Library District,./reports/10.html,10,1,9,23,1
11,https://clearview.libnet.info/event/14430138,Kids in the Kitchen - Clearview Library District,./reports/11.html,9,1,8,20,0
12,https://clearview.libnet.info/event/14238873,Bookmobile Stop at Founders Green Park - Clearview Library District,./reports/12.html,10,1,9,23,1
13,https://clearview.libnet.info/event/14238904,Bookmobile Stop at Cherry Park at RainDance - Clearview Library District,./reports/13.html,10,1,9,23,1
14,https://clearview.libnet.info/event/14434430,Family Bingo - Clearview Library District,./reports/14.html,10,1,8,20,1
15,https://clearview.libnet.info/event/14238950,Bookmobile Stop at Pelican Farms Park - Clearview Library District,./reports/15.html,10,1,9,23,1
16,https://clearview.libnet.info/privacy,Privacy and cookie policy - Clearview Library District,./reports/16.html,3,0,0,17,0
17,https://clearview.libnet.info/,"Sorry, page not found - Clearview Library District",./reports/17.html,3,0,0,4,0
18,https://clearview.libnet.info/events?a=Tweens+9-12,Events - Clearview Library District,./reports/18.html,2,0,0,13,0
19,https://clearview.libnet.info/events?a=Teens+12-18,Events - Clearview Library District,./reports/19.html,2,0,0,18,0
2,https://clearview.libnet.info/events?,Events - Clearview Library District,./reports/2.html,2,0,0,37,0
20,https://clearview.libnet.info/events?a=Little+Ones+(0-5),Events - Clearview Library District,./reports/20.html,2,0,0,13,0
21,https://clearview.libnet.info/events?a=Families,Events - Clearview Library District,./reports/21.html,2,0,0,13,0
22,https://clearview.libnet.info/events?a=Children+6-9,Events - Clearview Library District,./reports/22.html,2,0,0,13,0
23,https://clearview.libnet.info/events?t=STEAM,Events - Clearview Library District,./reports/23.html,2,0,0,13,0
24,https://clearview.libnet.info/events?t=Community,Events - Clearview Library District,./reports/24.html,2,0,0,13,0
25,https://clearview.libnet.info/events?t=Arts+%26+Crafts,Events - Clearview Library District,./reports/25.html,2,0,0,13,0
26,https://clearview.libnet.info/events?,Events - Clearview Library District,./reports/26.html,2,0,0,37,0
27,https://clearview.libnet.info/events?t=Storytime,Events - Clearview Library District,./reports/27.html,2,0,0,13,0
28,https://clearview.libnet.info/events?a=Adults+(21%2B),Events - Clearview Library District,./reports/28.html,2,0,0,13,0
29,https://clearview.libnet.info/events?a=Adults+(18-up),Events - Clearview Library District,./reports/29.html,2,0,0,13,0
3,https://clearview.libnet.info/myevents,My Events - Clearview Library District,./reports/3.html,5,1,2,8,0
30,https://clearview.libnet.info/events?t=Book+Club,Events - Clearview Library District,./reports/30.html,2,0,0,13,0
31,https://clearview.libnet.info/events?t=Play,Events - Clearview Library District,./reports/31.html,2,0,0,13,0
32,https://clearview.libnet.info/events?term=STAY%26PLAY,Events - Clearview Library District,./reports/32.html,2,0,0,13,0
33,https://clearview.libnet.info/events?a=All+Ages,Events - Clearview Library District,./reports/33.html,2,0,0,13,0
34,https://clearview.libnet.info/events?t=Bookmobile+Stop,Events - Clearview Library District,./reports/34.html,2,0,0,13,0
35,https://clearview.libnet.info/events?t=Food+%26+Drink,Events - Clearview Library District,./reports/35.html,2,0,0,18,0
36,https://clearview.libnet.info/events?t=Games,Events - Clearview Library District,./reports/36.html,2,0,0,13,0
37,https://clearview.libnet.info/location/Administrative%20Services%20Building,"Sorry, page not found - Clearview Library District",./reports/37.html,3,0,0,4,0
38,https://clearview.libnet.info/location/Bookmobile,"Sorry, page not found - Clearview Library District",./reports/38.html,3,0,0,4,0
39,https://clearview.libnet.info/location/Severance%20Library,"Sorry, page not found - Clearview Library District",./reports/39.html,3,0,0,4,0
4,https://clearview.libnet.info/v/assets/734,Communico,./reports/4.html,1,0,0,1,0
40,https://clearview.libnet.info/location/Windsor%20Library,"Sorry, page not found - Clearview Library District",./reports/40.html,3,0,0,4,0
41,https://clearview.libnet.info/events?a=Little+Ones+(0-5),Events - Clearview Library District,./reports/41.html,2,0,0,26,0
42,https://clearview.libnet.info/events?a=Adults+(21%2B),Events - Clearview Library District,./reports/42.html,2,0,0,13,0
43,https://clearview.libnet.info/events?a=Adults+(18-up),Events - Clearview Library District,./reports/43.html,2,0,0,13,0
5,https://clearview.libnet.info/event/14434464,Family Art Challenge - Clearview Library District,./reports/5.html,7,1,4,21,0
6,https://clearview.libnet.info/event/14430796,Babies and Books - Clearview Library District,./reports/6.html,9,1,8,20,0
7,https://clearview.libnet.info/event/14414849,Hit List Reading Club - Clearview Library District,./reports/7.html,9,1,7,21,0
8,https://clearview.libnet.info/event/14431558,Lil' STEAM - Clearview Library District,./reports/8.html,9,1,7,21,0
9,https://clearview.libnet.info/event/14430875,Stay and Play - Clearview Library District,./reports/9.html,9,1,7,20,0
